Unnamed: 0,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 60,region
Mexico,2051.63,2064.05,2088.82,2157.79,2317.95,3133.49,3186.25,3294.28,3410.11,3521.37,3647.59,3694.47,3837.99,3985.33,4026.67,4105.27,4144.79,4149.08,4325.76,4593.75,4944.72,5183.35,4937.73,4567.04,4611.61,4661.31,4446.29,4350.59,4342.36,4548.01,4734.12,4874.45,4974.03,4896.58,5068.64,4692.28,4826.85,5107.69,5353.47,5529.99,5839.37,5902.28,5920.4,5970.42,6339.69,6504.28,6410.25,6474.18,6423.26,5933.46,6058.8,6175.66,6235.04,6261.63,6311.96,6403.39,6563.87,6695.6,6773.27,,Latin America and the Caribbean
Nicaragua,1167.58,1223.67,1325.99,1413.83,1495.7,1593.95,1590.63,1711.35,1653.14,1629.11,1594.35,1577.93,1553.72,1602.35,1668.82,1701.72,1726.49,1804.23,1645.17,1163.71,1331.28,1110.79,941.35,864.81,800.0,717.55,643.13,611.12,858.76,792.97,657.69,865.16,902.15,856.36,857.74,871.07,892.84,927.9,960.66,977.43,1018.07,1051.57,1081.95,1084.78,1090.72,1112.46,1128.61,1166.26,1187.37,1191.04,1210.51,1225.58,1258.6,1289.56,1326.62,1378.18,1438.06,1502.11,1412.21,,Latin America and the Caribbean
Panama,1226.07,1277.22,1301.94,1405.67,1456.45,1539.63,1513.2,1587.39,1579.38,1733.08,1760.71,1825.3,1776.17,1774.96,1916.11,1815.73,1774.41,1851.43,2011.86,2085.23,2173.16,2517.08,2201.98,2346.7,2648.14,2831.83,2868.83,2736.05,2453.34,2990.16,2557.57,2957.69,3123.03,3189.09,3043.16,2827.76,2810.54,2987.99,3470.44,3416.94,3345.84,3384.59,3550.77,3788.85,3879.86,4143.74,4267.84,4206.52,4341.29,4415.61,4636.22,4813.34,4913.25,5198.27,5490.96,5549.66,5802.54,5881.97,,,Latin America and the Caribbean
Paraguay,,,1199.05,1230.98,1235.37,1226.97,1174.3,1252.37,1262.29,1271.09,1308.43,1353.2,1380.85,1381.86,1497.21,1600.61,1630.01,1792.66,1854.04,1828.43,2044.89,2173.08,2234.42,2151.29,2183.92,2172.41,2156.22,2241.29,2234.3,2156.16,2336.61,2310.55,2327.04,2347.91,2427.2,2449.76,2406.17,2422.59,2359.03,2277.55,2198.78,2274.85,2169.83,2297.43,2364.6,2347.92,2405.0,2489.22,2639.96,2614.57,2809.49,2906.4,2958.17,3056.82,3183.44,3251.45,3322.74,3428.76,3515.37,,Latin America and the Caribbean
Peru,1777.73,1802.37,1966.65,2083.94,2152.25,2238.09,2391.92,2487.68,2388.62,2404.59,2393.25,2434.29,2422.11,2533.31,2694.08,2712.93,2666.46,2544.05,2278.72,2208.5,2305.7,2417.67,2302.85,2122.83,2130.69,2118.28,2381.12,2591.2,2323.27,1902.26,1852.61,1883.0,1832.87,1878.08,2017.52,2168.81,2179.38,2217.38,2135.68,2071.14,2092.78,2087.03,2164.33,2196.75,2250.66,2312.79,2435.83,2624.94,2835.56,2899.3,3137.55,3336.3,3554.91,3724.97,3841.47,3945.95,4033.37,4071.79,4150.21,,Latin America and the Caribbean
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056.09,,,,,,,,,,Latin America and the Caribbean
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965.56,,,,,,,,,,Latin America and the Caribbean
Uruguay,3989.75,3825.42,3971.92,3752.23,3941.58,3599.44,3779.85,3653.78,3589.46,3857.72,4079.75,4058.47,4109.78,4149.5,4036.71,4143.01,3978.13,3924.32,4017.69,4185.99,4516.05,4609.28,4136.39,3600.14,3539.03,3603.67,3973.95,4573.43,4526.9,4531.66,4338.79,4525.3,5139.14,5397.17,5833.62,5578.94,5997.36,6304.4,6612.06,6552.13,6365.95,6096.49,5515.58,5298.38,5510.41,5833.98,6203.71,6631.06,7215.83,7360.77,8029.8,8579.71,8975.91,9442.82,9691.51,9611.75,9586.53,9993.0,10107.3,,Latin America and the Caribbean
"Venezuela, Republica Bolivariana de",3480.02,3389.28,3373.57,3356.57,3563.44,3702.84,3707.19,3704.47,3813.85,3886.62,4067.81,4007.62,4141.05,4288.81,3641.4,4766.75,5359.49,5839.69,6150.47,6018.46,6394.07,6513.72,6549.25,6241.06,5971.86,5833.5,5853.38,5933.2,6077.22,5575.69,5599.44,5906.58,6254.4,6124.06,5726.73,5660.37,5301.14,5335.86,5328.71,5138.27,5278.35,5491.44,5008.87,4710.67,5345.27,6083.16,6914.18,7963.84,8347.96,7989.66,7727.67,7913.84,8332.94,8603.1,8241.46,7498.48,6093.62,5187.41,4221.99,,Latin America and the Caribbean
Algeria,774.45,573.74,447.8,773.47,824.88,846.43,664.3,648.69,680.31,712.56,767.81,790.07,902.95,891.39,1083.94,1172.73,1231.77,1327.39,1289.31,1372.43,1469.63,1550.49,1531.9,1579.76,1611.63,1662.14,1599.54,1465.74,1300.57,1407.61,1323.6,1196.27,1224.79,1167.62,1137.22,1138.86,1092.18,1051.49,1057.54,1073.45,1084.38,1120.58,1151.74,1187.17,1245.44,1283.52,1305.25,1353.27,1421.84,1482.81,1537.84,1599.7,1647.22,1695.29,1734.26,1765.41,1786.64,1781.98,1795.47,,Middle East and North Africa
"Egypt, Arab Republic of",883.59,893.84,919.09,952.02,983.32,1011.12,1044.95,1039.45,1041.18,1048.66,1067.33,1073.38,1079.05,1077.36,1039.52,1013.54,1124.3,1125.91,1087.94,1003.59,1089.55,1055.73,1054.81,1114.05,1154.86,1180.09,1195.54,1210.16,1235.37,1258.87,1283.67,1305.13,1319.46,1331.56,1360.11,1377.47,1403.87,1433.82,1461.21,1497.25,1542.07,1573.28,1574.84,1581.79,1585.67,1632.49,1707.04,1793.76,1863.12,1932.31,1972.32,2037.91,2122.46,2144.09,2188.34,2206.48,2260.09,2306.05,2284.54,,Middle East and North Africa
"Iran, Islamic Republic of",835.96,802.54,784.94,780.08,769.08,722.67,736.09,782.41,842.46,808.48,850.31,913.38,1020.34,1048.69,1155.18,1370.92,1748.76,1689.23,1750.97,1725.23,1718.66,1577.18,1558.89,1604.62,1762.2,1783.46,1743.54,1507.72,1365.22,1331.81,1298.69,1539.45,1645.99,1694.06,1722.18,1623.41,1503.99,1543.01,1650.28,1677.28,1657.81,1810.76,1897.65,2082.15,2088.33,2405.58,2558.38,2853.07,2721.16,2746.84,2834.23,2924.18,2825.71,2738.77,2759.36,2627.84,2691.04,2720.22,,,Middle East and North Africa
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.83,,,,,,,,,,Middle East and North Africa
Jordan,,,,,,,,,,,,,,,,,1582.54,1830.0,2131.64,2549.64,2657.4,2629.46,2821.04,2781.09,2928.96,2975.47,2688.68,2741.65,2521.09,2310.09,1999.1,1876.37,2103.25,1940.17,1814.73,1784.44,1904.82,1955.35,2036.81,2023.82,2311.78,2389.35,2349.09,2406.97,2683.32,2749.9,2716.52,2898.23,3098.66,2868.79,2691.18,2615.26,2737.58,2743.82,2549.76,2488.19,2384.94,2429.63,2443.98,,Middle East and North Africa
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.62,3427.65,5043.33,5538.38,5369.07,5422.3,5454.52,5192.38,5240.76,5216.56,5158.81,5230.47,5116.13,5046.42,5088.85,4790.69,4892.09,5243.44,5748.74,6430.5,6791.55,6386.54,6267.86,5916.35,6073.18,5931.0,6169.71,6326.83,6206.78,,Middle East and North Africa
Morocco,450.51,444.72,477.54,479.14,452.47,448.82,455.01,479.55,529.98,526.68,514.09,523.25,534.64,543.4,559.71,609.41,635.88,670.11,701.3,728.5,693.1,695.31,724.82,768.32,783.43,795.32,870.57,870.61,933.72,961.45,971.48,1090.41,1068.14,1034.24,1147.43,1085.02,1214.42,1147.84,1198.45,1203.65,1210.9,1210.73,1238.25,1297.24,1339.2,1367.56,1439.4,1487.68,1580.88,1624.34,1668.72,1736.95,1784.02,1814.79,1845.52,1862.08,1904.76,1944.8,1986.95,,Middle East and North Africa
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004.87,4176.96,4130.88,4601.18,4767.14,4771.27,4873.26,5646.86,5762.81,6196.14,6157.1,6215.53,6400.95,6117.78,5959.28,5841.74,5852.16,6136.17,5986.64,,Middle East and North Africa
Tunisia,,,,,,508.88,494.41,476.74,474.24,511.15,576.09,600.73,670.47,751.76,761.76,862.96,875.71,935.52,965.58,999.96,1099.01,1145.37,1140.73,1155.76,1188.22,1181.39,1171.54,1160.8,1152.54,1109.61,1182.51,1171.18,1224.37,1238.6,1252.18,1267.7,1302.99,1343.13,1395.29,1460.19,1508.56,1584.95,1627.61,1689.73,1763.58,1832.99,1935.09,2112.05,2256.53,2438.21,2590.43,2807.95,2996.3,3212.41,,,,,,,Middle East and North Africa
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.15,2073.2,1943.83,2096.36,2253.8,2337.44,2094.33,1942.92,1721.42,1928.82,2076.38,2265.46,2088.24,2188.68,2117.68,2195.85,2206.64,2382.56,2595.19,2432.07,2459.05,2552.2,2576.86,2480.39,2454.74,,Middle East and North Africa
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14215.3,,,,,,,,,,Other High Income
Australia,10331.7,10352.6,10356.3,10713.7,11245.3,11578.7,11649.7,12092.0,12470.3,12862.0,13381.5,13438.7,13669.7,14090.9,14601.3,15126.1,15088.3,15714.1,15839.8,15902.0,15989.8,16247.9,16871.0,17062.9,17047.7,16965.8,17552.7,17637.1,17902.0,18417.2,18928.4,18869.4,19076.9,19244.2,19450.7,20067.4,20479.8,20853.8,21658.9,22640.2,23324.4,23743.9,24182.4,24848.8,25800.1,26619.1,27080.8,28376.5,29180.8,28748.6,29225.7,29971.0,30328.0,30337.9,30617.5,30888.2,31242.3,31421.7,31828.4,,Other High Income
Austria,,,,,,,,,,,10568.8,11228.7,11842.4,12409.6,12759.1,13208.5,13833.1,14716.9,14477.6,15190.7,15573.5,15732.0,16023.0,16921.1,16562.1,16854.1,17212.8,17617.8,18016.5,18579.0,19218.8,19597.8,20057.7,19914.0,20242.8,20384.1,20954.9,21019.1,21606.0,22085.4,22718.9,22922.0,22965.1,23251.8,23644.3,24011.8,24393.2,24582.6,24737.7,24882.9,25069.9,25321.7,25338.0,25169.2,25049.1,24890.8,25021.3,25200.7,25342.3,,Other High Income
"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19037.5,18322.0,17207.9,16040.1,15693.3,15759.6,16649.8,17484.9,17472.3,19261.3,20564.4,20757.5,20596.1,20983.2,20435.2,19748.0,20949.5,21163.6,21016.6,19911.2,17633.7,17544.6,16963.6,17418.7,16895.0,17518.9,17472.2,17269.7,18252.6,18422.4,,Other High Income
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131.58,8324.37,7953.3,7755.0,7382.96,7079.18,6645.18,6444.45,7497.5,7824.53,8534.15,8833.49,8783.59,9541.8,9327.56,9256.58,8951.47,8419.17,8582.52,,Other High Income
Belgium,,,,,,,,,,,10495.4,10991.7,11596.8,12502.5,12812.8,12885.1,13516.0,13854.6,14187.2,14901.8,14764.4,14826.5,15192.2,15170.5,15226.8,15634.5,16053.9,16318.5,16806.5,17299.4,17795.5,18264.9,18538.1,18383.0,18765.4,19021.2,19356.8,19606.1,20178.4,20557.5,21085.4,21211.2,21245.5,21308.6,21442.4,21632.7,21872.0,22166.2,22294.2,22244.8,22705.7,22606.2,22796.1,23067.7,23092.3,23322.8,23642.7,23983.4,24235.1,,Other High Income
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48546.6,,,,,,,,,,Other High Income
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859.56,3931.97,3757.13,4468.77,5093.2,4570.75,4241.35,4607.28,5080.85,4479.57,4257.68,3877.44,3959.18,3909.65,4444.31,4904.05,4800.45,4910.26,4945.78,4973.58,5160.68,5189.47,5400.59,5790.21,6057.0,5791.81,5978.16,5833.93,6004.66,6109.5,,Other High Income
Canada,,,,,,,,,,,12513.4,12851.2,13574.1,14311.8,14818.6,15161.7,15730.8,15979.9,16293.6,16502.4,16569.1,16561.9,15946.3,16183.6,16646.9,17303.8,17719.0,18164.7,18670.2,18963.7,18936.0,18493.8,18558.2,18696.4,19027.3,19254.1,19619.6,20375.3,20760.0,21402.4,22065.7,22352.2,22994.5,23413.5,23906.1,24611.5,25386.8,26251.0,26745.0,26463.8,27109.6,27457.1,27675.5,28104.2,28540.4,28985.7,29262.4,29948.1,30160.9,,Other High Income
Cyprus,,,,,,,,,,,,,,,,3615.83,4248.06,5022.73,5558.58,5842.45,6107.06,6109.1,6730.95,7160.88,7387.17,7729.42,7773.77,8108.47,8865.88,9343.76,9965.63,10674.0,10723.9,9982.47,10446.3,13240.2,13514.5,13655.8,14461.9,14898.3,15923.2,16625.8,16943.2,17468.2,18476.0,18923.9,19339.5,20777.7,21926.7,19952.9,20029.9,19434.0,18909.2,17869.8,18253.9,18802.8,19554.1,20163.8,20686.4,,Other High Income
Denmark,,,,,,,13818.6,14632.7,15066.2,15839.3,16110.8,16133.4,16049.6,17160.0,16693.0,17168.0,18430.8,18738.0,19002.9,19151.9,18700.6,18471.0,18744.8,19116.5,19799.2,20679.6,22124.4,21675.8,21268.2,21323.1,21458.9,21750.6,22235.0,21970.2,23354.1,23622.7,24066.1,24672.3,25161.1,25048.0,25060.9,25028.3,25309.2,25577.3,26696.8,27608.0,28328.5,28702.1,28673.9,27542.0,27634.8,27597.2,27634.4,27596.3,27707.0,28139.4,28597.0,28868.7,29467.7,,Other High Income
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25052.6,,,,,,,,,,Other High Income
Finland,,,,,,,,,,,9787.05,9944.52,10709.1,11276.7,11414.0,11714.8,11899.9,11797.0,12037.3,12705.6,12984.8,13119.1,13715.8,14058.2,14444.5,14970.9,15537.9,16221.1,17072.6,17805.8,17675.0,17047.0,16242.0,15733.0,16073.0,16800.8,17376.6,17931.1,18746.3,19328.4,19693.9,20176.3,20630.4,21430.6,22170.0,22795.8,23598.8,24321.5,24684.8,23849.4,24452.0,25043.3,25020.4,24775.3,24822.7,25208.3,25730.7,25915.9,26338.0,,Other High Income
France,7028.27,7327.64,7749.54,8178.72,8510.62,8733.81,9046.18,9399.29,9720.16,10266.6,10655.0,11161.5,11632.2,12191.5,12438.0,12601.1,13217.4,13493.7,13960.3,14374.5,14481.2,14695.8,15096.2,15138.5,15152.0,15348.2,15820.1,16245.4,16690.4,17128.4,17484.6,17501.6,17610.6,17524.2,17751.6,17992.2,18280.0,18313.5,18973.4,19529.8,20107.6,20464.6,20739.3,20898.7,21150.2,21498.9,21807.1,22244.2,22235.8,22189.1,22495.6,22525.4,22321.8,22320.3,22395.5,22632.2,22943.2,23260.9,23427.2,,Other High Income
Germany,,,,,,,,,,,11191.2,11783.1,12358.4,12673.3,12645.4,13165.9,13789.5,14408.4,14938.2,15418.7,15619.0,15537.2,15395.5,15653.1,16014.0,16347.1,16964.1,17541.5,17937.5,18339.9,18949.8,19632.9,20054.7,19935.6,20149.0,20400.8,20666.5,20789.9,21086.6,21621.0,21949.4,22174.7,21829.6,21909.6,22054.9,22234.8,22560.9,22535.2,22656.0,22691.5,22887.7,23749.4,24058.0,24079.2,24230.9,24482.3,24836.8,25075.6,25312.0,,Other High Income
Greece,3791.73,4026.04,4162.15,4378.59,4808.33,5122.08,5439.71,5777.19,6189.49,6555.95,7126.96,7479.98,7877.91,8320.43,8206.65,8737.44,9093.79,9766.65,10403.5,10863.8,10806.6,10636.9,10929.8,11094.3,11081.3,11094.8,10894.4,11147.4,11779.6,12454.9,12646.6,12856.8,13048.9,12873.1,13058.0,13325.0,13621.3,14159.0,14723.7,15180.3,15499.8,15978.2,16729.3,17446.0,18030.6,18557.5,19016.6,19741.4,20394.7,20001.4,18673.5,16878.2,15608.2,15317.9,15516.4,15590.2,15651.7,15816.9,16031.1,,Other High Income
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15645.0,17085.2,18180.4,18737.1,19034.7,19129.4,19269.1,18999.2,19078.9,18928.0,18828.9,19025.7,19121.9,19381.3,19639.7,19905.7,,Other High Income
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17677.9,16365.8,17100.7,17835.1,17245.9,17364.5,17783.1,17882.6,17661.4,17893.8,18505.1,18483.0,18538.8,18586.8,18759.7,19002.1,18825.6,,Other High Income
"Hong Kong SAR, China",,1929.91,2048.13,2172.54,2309.19,2542.48,2826.68,2794.98,3010.47,3218.2,3471.46,3834.56,4047.31,4453.36,4237.1,4311.86,4578.98,5267.95,6056.94,6276.79,6855.3,7205.36,7465.6,7920.95,8302.54,8571.2,9191.09,10067.9,10919.1,11220.2,11884.5,12877.6,13865.8,14699.1,15305.7,15250.1,15131.4,15837.2,14842.3,14854.9,15389.5,15490.4,15260.6,15052.6,16000.1,16494.9,17388.4,18730.4,18972.4,18965.5,19977.7,21509.3,22145.9,23076.1,23679.9,24597.1,24933.1,26121.7,27337.1,,Other High Income
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18131.7,18461.8,17641.3,16652.5,16983.2,17256.5,18028.7,19000.7,20957.2,22212.6,22789.6,21869.0,21533.0,22663.6,24070.8,26403.5,26780.7,27840.6,25502.5,22222.1,22172.7,22661.0,22975.9,22954.8,23427.7,24238.5,25619.4,27042.7,27514.5,,Other High Income
Ireland,,,,,,,,,,,8464.2,8636.61,8947.29,9436.98,9434.36,9356.9,9477.59,9983.06,10739.2,11066.9,10987.2,11043.8,10167.7,10181.9,10322.4,10779.0,10991.0,11355.2,11915.4,12742.5,12911.7,13069.4,13355.2,13674.8,14215.4,14630.2,15545.4,16382.2,17475.6,18908.0,20628.0,21242.7,21664.7,21928.1,22312.9,23373.0,24273.8,25142.2,24699.7,23202.9,23180.1,22704.6,22409.5,22361.8,22757.0,23237.8,24212.6,24683.3,25279.0,,Other High Income
Israel,,,,,,,,,,,5545.07,5662.54,6074.42,6323.53,6606.1,6456.08,6623.73,6805.41,7230.01,7610.39,7156.89,7930.3,8419.92,8988.99,8263.98,8223.79,9319.37,9986.47,10282.1,10164.7,10443.1,10546.1,10960.2,11441.7,12215.0,12897.2,13317.1,13513.6,13980.1,14209.9,15003.8,15227.4,15147.8,14899.0,15412.3,15655.7,16151.4,17095.5,17089.5,16877.9,17370.4,17719.4,17904.4,18216.6,18611.3,18986.8,19789.7,20065.9,20406.7,,Other High Income
Italy,,,,,,,,,,,10205.9,10542.1,10829.4,11379.5,11660.9,11627.4,12088.1,12395.8,12675.7,13493.4,14272.4,14484.6,14615.3,14583.8,15010.9,15436.8,16063.3,16646.4,17318.6,17992.6,18345.1,18823.4,19135.2,18542.1,18822.2,19109.3,19304.4,19967.2,20633.3,21197.4,21751.4,21879.2,21837.4,21887.3,21957.4,22152.8,22382.9,22534.6,22132.3,21700.8,21861.4,21838.0,20970.2,20221.8,20072.1,20459.6,20748.4,21084.0,21285.3,,Other High Income
Japan,,,,,,,,,,,10533.2,10968.3,11785.5,12716.3,12465.0,12806.4,13081.5,13479.6,14059.6,14846.4,14887.7,15144.8,15742.3,16163.6,16565.1,17140.4,17663.5,18346.5,19209.8,20073.8,20963.7,21362.8,21794.2,21975.4,22404.3,22876.0,23294.2,23399.8,23199.3,23425.6,23755.0,24147.7,24376.4,24484.5,24797.1,25101.1,25344.7,25552.5,25280.7,25105.3,25703.4,25651.5,26213.8,26873.4,26678.5,26643.9,26642.2,26988.8,27139.2,,Other High Income
"Korea, Republic of",965.25,958.81,1022.59,1037.61,1097.2,1143.24,1188.24,1262.39,1363.54,1475.66,1596.2,1712.58,1772.71,1897.12,2001.57,2077.22,2213.07,2296.53,2450.56,2621.34,2578.4,2671.13,2824.37,3034.98,3223.6,3420.14,3693.53,3965.19,4288.56,4702.06,5114.5,5513.87,5830.83,6163.97,6649.84,7275.24,7753.89,7999.09,6996.96,7761.07,8393.08,8802.02,9528.47,9429.77,9416.3,9811.6,10207.9,10674.2,10738.9,10701.2,11114.3,11349.1,11506.7,11670.0,11799.6,11996.2,12243.8,12509.4,12822.5,,Other High Income
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145.8,10824.1,11092.2,11053.0,11079.5,11028.2,10812.5,10921.3,11284.8,,Other High Income
Luxembourg,,,,,,,,,,,14730.3,15410.4,15962.1,16695.4,17220.6,17931.9,18403.5,18791.5,19311.1,19946.4,20434.4,20728.6,20793.2,20890.1,21170.3,21699.7,22308.1,23179.6,24386.8,25318.0,25947.6,27400.7,26409.2,26592.3,27293.4,29060.0,29241.7,29639.5,29930.0,31296.8,32191.5,33024.9,34132.7,34493.1,34309.1,33760.5,34145.2,34393.5,34238.7,34005.9,33793.0,33543.4,33702.8,33594.1,34145.5,33946.9,34358.1,34257.9,34734.1,,Other High Income
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,6395.69,6530.58,6553.68,6673.91,6969.33,7262.13,7635.04,7679.42,7847.23,8175.88,8682.11,9045.36,9405.08,9476.34,9659.32,9602.25,9314.29,9343.96,9050.61,9005.7,9309.12,9382.11,9879.8,10226.5,10720.9,11564.5,11952.3,11861.1,12216.1,13292.4,13964.0,14556.9,15079.1,15094.7,14708.5,14802.2,15207.1,,Other High Income
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11130.2,11307.0,11107.8,11535.5,11675.4,11931.5,12226.9,12264.8,12160.3,12286.4,12201.3,12500.2,12333.8,12409.8,12448.5,12772.2,12783.5,12852.3,13344.8,,Other High Income
Netherlands,,,,,,,,,,12294.8,13026.7,13278.8,13486.9,13993.1,14327.5,14627.2,15314.4,15851.4,16480.3,16575.8,16431.5,15929.9,15627.7,15764.6,15797.1,15942.1,16229.3,16461.5,16609.2,17030.8,17597.2,17931.8,17924.1,17944.0,18184.1,18576.6,19402.1,20108.5,21107.4,22216.4,22866.2,23158.3,23278.8,23139.0,23234.0,23390.7,23316.7,23702.2,23820.3,23251.3,23156.7,23064.9,22717.5,22432.3,22435.5,22777.8,22910.6,23260.9,23663.7,,Other High Income
New Zealand,,,,,,,,,,,11973.4,11848.5,12462.5,13254.2,13501.4,13143.4,12601.7,12154.4,12367.6,12357.6,12312.5,12516.2,12221.6,12428.2,12798.4,12893.5,13427.8,13690.6,14052.7,14127.1,14054.3,13071.0,12976.5,13322.6,13985.7,14355.9,14839.9,15044.3,15348.3,15728.4,15856.3,16185.7,16699.5,17389.0,18051.2,18672.9,19007.6,19557.7,19257.6,19332.7,19566.6,20050.5,20393.5,20989.6,21296.4,21703.2,22485.1,22904.0,23227.0,,Other High Income
Norway,,,,,,,,,,,13936.7,14603.5,14886.9,15310.4,15668.6,16406.8,17302.4,18310.3,17950.4,18640.8,18965.6,18957.6,19099.9,19413.8,19977.0,21754.6,22771.7,22525.5,21931.6,21707.8,21783.0,22131.3,22524.2,22898.9,23541.8,24265.9,25669.9,26327.8,26911.8,27726.3,28698.6,29142.5,29894.8,30668.5,32148.8,33336.4,34709.5,36175.8,36326.5,35881.5,36787.7,37172.6,37969.4,38567.6,38925.0,39584.0,39677.6,40239.5,40731.7,,Other High Income
