Country	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	
Barbados	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12,486.10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
Belize	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,702.31	2,696.30	2,789.62	2,844.82	2,798.61	2,760.40	2,836.10	2,970.61	3,103.71	3,301.51	3,424.60	3,458.36	3,361.81	3,209.03	3,049.70	3,070.41	2,935.40	2,981.82	3,005.08	3,070.89	3,037.65	3,117.76	3,072.00	3,150.56	3,251.63	3,051.88	2,905.14	2,858.55
Bolivia	694.54	730.66	717.59	743.01	734.25	771.45	813.13	844.74	851.69	888.28	926.56	939.15	928.07	983.09	992.19	1,010.44	1,065.58	1,095.96	1,041.97	1,028.28	1,025.23	1,008.29	948.37	886.83	868.89	885.13	910.07	918.89	907.70	904.54	915.51	926.16	939.07	950.13	957.84	965.95	977.37	1,009.90	1,042.03	1,050.03	1,053.65	1,046.88	1,048.42	1,048.62	1,059.71	1,075.63	1,099.98	1,126.31	1,168.14	1,191.04	1,218.22	1,260.99	1,298.12	1,353.58	1,405.07	1,455.94	1,483.28	1,531.10	1,574.41	1,609.61
Brazil	1,935.00	2,053.09	2,121.00	2,045.82	2,055.60	2,019.12	2,047.62	2,168.32	2,359.69	2,203.17	2,542.77	2,802.97	3,051.83	3,252.91	3,558.32	3,291.63	3,776.63	4,111.99	4,091.95	4,417.00	4,698.99	4,482.44	4,520.79	4,644.85	4,972.54	4,806.21	4,747.94	4,471.54	4,444.56	4,192.86	4,237.80	4,508.52	4,403.58	4,527.43	4,785.59	5,115.18	5,188.81	5,263.23	5,146.05	5,089.57	5,219.95	5,188.79	5,188.66	5,095.85	5,232.55	5,401.68	5,625.47	5,922.38	6,242.84	6,458.62	6,796.89	7,059.43	7,241.48	7,427.67	7,530.09	7,227.00	6,889.36	6,972.52	7,060.24	7,136.04
Chile	2,261.45	2,342.08	2,387.97	2,438.70	2,376.76	2,330.14	2,546.86	2,588.07	2,642.46	2,736.34	2,676.47	2,980.06	3,158.88	2,904.65	2,336.80	2,037.94	2,011.84	2,298.48	2,434.42	2,554.24	2,691.71	3,009.24	2,529.99	2,352.11	2,333.53	2,276.87	2,357.14	2,488.12	2,620.56	2,839.79	2,854.84	3,057.26	3,421.92	3,616.76	3,851.33	4,166.31	4,494.71	4,771.72	4,939.64	4,830.83	4,971.80	5,016.89	5,069.31	5,243.26	5,618.72	5,988.94	6,368.05	6,746.10	6,951.41	6,818.85	7,470.26	8,002.60	8,405.47	8,704.49	8,842.67	8,924.68	9,045.54	9,221.60	9,433.38	9,420.74
Colombia	1,705.14	1,765.85	1,844.48	1,875.04	1,997.61	1,897.58	1,973.89	1,959.10	2,032.70	2,128.54	2,206.53	2,318.55	2,397.41	2,458.23	2,549.66	2,567.60	2,686.12	2,732.80	2,896.78	2,955.14	3,018.16	3,038.78	3,017.27	2,966.25	2,986.99	2,980.05	3,013.95	3,065.25	3,117.19	3,154.94	3,186.77	3,173.97	3,207.18	3,337.98	3,469.67	3,592.00	3,565.35	3,588.49	3,500.11	3,257.30	3,269.50	3,268.49	3,283.34	3,330.37	3,410.37	3,513.79	3,689.73	3,883.28	3,995.80	4,019.10	4,178.04	4,365.39	4,569.99	4,738.27	4,889.95	4,982.51	4,992.66	5,018.65	5,091.42	5,246.33
Costa Rica	2,231.21	2,528.29	2,457.01	2,547.70	2,587.26	2,983.89	2,894.12	2,954.72	3,043.64	3,089.78	3,302.32	3,254.12	3,320.20	3,373.67	3,458.82	3,446.25	3,498.84	3,873.36	4,087.09	4,074.31	3,894.06	3,466.61	3,049.68	3,133.91	3,271.24	3,321.59	3,404.57	3,440.22	3,423.88	3,506.95	3,558.11	3,433.28	3,665.72	3,908.73	4,005.13	3,990.67	3,966.28	4,060.54	4,149.31	4,120.35	4,077.95	4,101.44	4,196.42	4,296.59	4,342.37	4,486.74	4,650.33	4,938.02	5,157.53	5,139.96	5,324.70	5,588.47	5,862.18	5,964.68	6,143.19	6,357.62	6,539.87	6,707.83	6,771.36	6,824.65
Cuba	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,367.87	1,459.07	1,502.82	1,528.63	1,520.62	1,641.99	1,710.55	1,842.67	1,950.06	1,960.34	1,847.08	2,195.80	2,395.65	2,521.27	2,717.30	2,662.62	2,665.72	2,690.36	2,722.60	2,737.56	2,534.89	2,259.02	1,844.98	1,628.04	1,712.46	1,729.70	1,789.09	1,822.06	1,848.05	1,934.48	1,967.51	2,035.71	2,072.61	2,195.33	2,224.94	2,231.13	2,648.66	2,691.26	2,647.07	2,673.25	2,883.44	2,921.00	3,010.59	3,158.76	3,296.50	3,533.32	3,676.29	3,736.57	3,820.78	n/a
Dominican Republic	1,014.75	985.38	1,158.32	1,225.73	1,280.67	1,056.25	1,221.01	1,233.51	1,212.54	1,262.75	1,443.87	1,469.77	1,493.84	1,608.19	1,675.34	1,738.92	1,786.98	1,843.02	1,796.47	1,713.59	2,010.82	1,966.71	2,006.49	2,017.23	2,022.08	1,946.42	1,988.38	2,184.44	2,305.21	2,378.94	2,121.64	2,142.06	2,378.10	2,432.79	2,389.73	2,491.43	2,537.47	2,695.07	2,734.37	2,850.18	2,901.00	2,902.00	2,966.94	2,848.50	2,885.48	3,205.21	3,449.96	3,603.12	3,751.34	3,912.13	4,129.95	4,256.97	4,286.42	4,330.55	4,507.90	4,743.68	4,973.84	5,133.24	5,366.58	5,556.35
Ecuador	1,327.28	1,358.46	1,409.83	1,409.69	1,487.22	1,481.22	1,448.68	1,453.62	1,478.80	1,514.43	1,598.20	1,633.26	1,554.60	1,585.01	1,784.60	1,980.40	2,068.21	2,088.17	2,080.11	2,186.49	2,297.43	2,404.05	2,417.58	2,269.44	2,253.45	2,286.74	2,236.51	2,321.67	2,203.10	2,154.10	2,232.91	2,269.62	2,240.89	2,260.09	2,309.36	2,349.55	2,328.85	2,416.36	2,530.40	2,178.27	2,154.40	2,273.68	2,392.19	2,422.30	2,535.20	2,603.52	2,671.70	2,738.71	2,839.16	2,765.64	2,931.97	3,035.27	3,076.02	3,148.97	3,185.50	3,131.49	3,004.29	3,061.65	3,070.85	3,064.99
El Salvador	n/a	n/a	n/a	n/a	n/a	1,924.44	2,029.00	2,065.46	2,021.89	1,997.65	2,061.74	2,070.61	2,106.49	2,200.32	2,189.45	2,152.41	2,338.77	2,578.03	2,557.26	2,256.15	1,969.28	1,727.24	1,544.96	1,542.50	1,564.93	1,576.23	1,544.83	1,532.05	1,533.02	1,542.00	1,932.34	1,917.78	2,032.91	2,122.51	2,224.20	2,334.84	2,346.50	2,354.43	2,316.21	2,356.38	2,391.87	2,407.75	2,411.58	2,417.57	2,443.69	2,524.29	2,632.08	2,805.19	2,780.75	2,583.79	2,603.19	2,632.35	2,705.48	2,786.60	2,769.24	2,838.24	2,879.72	2,913.06	2,988.26	3,051.00
Guatemala	1,335.32	1,353.86	1,389.77	1,437.61	1,468.14	1,468.89	1,477.78	1,508.70	1,534.80	1,578.84	1,628.41	1,680.45	1,748.29	1,804.52	1,828.96	1,840.63	1,920.54	2,027.97	2,080.99	2,118.47	2,136.20	2,109.75	1,992.43	1,911.83	1,881.10	1,823.56	1,788.59	1,807.54	1,830.29	1,833.96	1,820.75	1,850.10	1,887.07	1,918.66	1,962.13	2,015.01	2,022.25	2,054.13	2,097.86	2,121.69	2,143.26	2,171.48	2,193.61	2,229.13	2,266.29	2,314.68	2,374.47	2,453.50	2,511.34	2,457.26	2,495.70	2,539.92	2,573.55	2,622.36	2,694.40	2,785.46	2,851.21	2,896.15	2,948.83	3,028.36
Haiti	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	856.04	779.34	815.80	764.77	701.04	758.82	667.06	775.32	877.24	890.67	904.74	972.83	1,112.16	1,099.79	1,088.18	1,096.76	1,065.43	1,085.13	1,079.90	1,099.40	1,089.44	1,193.72	1,136.12	1,169.94	1,168.38	1,207.26	1,194.87	1,233.45	1,271.97	1,301.49	1,328.82	1,306.41
Honduras	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,206.12	1,227.75	1,246.38	1,268.83	1,299.70	1,346.93	1,430.36	1,483.35	1,494.73	1,464.62	1,487.63	1,511.54	1,546.96	1,576.45	1,588.38	1,621.86	1,658.00	1,704.27	1,754.60	1,797.57
Jamaica	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4,320.26	4,432.16	3,922.29	3,853.71	3,979.18	3,917.57	3,867.60	3,813.13	3,788.39	3,762.87	3,787.94	3,802.49	3,811.67
Mexico	2,051.63	2,064.05	2,088.82	2,157.79	2,317.95	3,133.49	3,186.25	3,294.28	3,410.11	3,521.37	3,647.59	3,694.47	3,837.99	3,985.33	4,026.67	4,105.27	4,144.79	4,149.08	4,325.76	4,593.75	4,944.72	5,183.35	4,937.73	4,567.04	4,611.61	4,661.31	4,446.29	4,350.59	4,342.36	4,548.01	4,734.12	4,874.45	4,974.03	4,896.58	5,068.64	4,692.28	4,826.85	5,107.69	5,353.47	5,529.99	5,839.37	5,902.28	5,920.40	5,970.42	6,169.47	6,250.56	6,410.25	6,474.18	6,423.26	5,933.46	6,058.80	6,175.66	6,235.04	6,261.63	6,314.97	6,404.81	6,559.78	6,690.56	6,783.09	6,750.17
Nicaragua	1,167.57	1,223.66	1,325.97	1,413.82	1,495.69	1,593.94	1,590.62	1,711.34	1,653.13	1,629.10	1,594.33	1,577.91	1,553.70	1,602.33	1,668.80	1,701.70	1,726.47	1,804.22	1,645.16	1,163.69	1,331.27	1,110.78	941.34	864.80	799.99	717.54	643.13	611.12	858.75	792.97	657.68	865.15	902.14	856.35	857.73	871.06	892.83	927.89	960.65	977.42	1,018.06	1,051.56	1,081.94	1,084.77	1,090.71	1,112.45	1,128.60	1,166.25	1,187.35	1,191.03	1,210.51	1,225.58	1,258.58	1,289.56	1,326.60	1,378.18	1,438.03	1,458.14	1,375.35	1,324.14
Panama	1,226.04	1,277.19	1,301.91	1,405.64	1,456.42	1,539.60	1,513.17	1,587.36	1,579.35	1,733.04	1,760.67	1,825.27	1,776.13	1,774.93	1,916.08	1,815.69	1,774.37	1,851.39	2,011.81	2,085.19	2,173.11	2,517.03	2,201.94	2,346.65	2,648.09	2,831.77	2,868.77	2,735.99	2,453.29	2,990.10	2,557.52	2,957.63	3,122.97	3,189.02	3,043.09	2,827.71	2,810.48	2,987.92	3,470.37	3,416.87	3,345.77	3,384.52	3,550.70	3,788.77	3,879.78	4,143.65	4,267.75	4,206.44	4,341.20	4,415.52	4,636.22	4,813.62	4,914.17	5,199.26	5,492.02	5,550.26	5,843.10	5,922.08	5,957.96	5,995.77
Paraguay	n/a	n/a	1,199.05	1,230.98	1,235.37	1,226.97	1,174.30	1,252.37	1,262.29	1,271.09	1,308.43	1,353.20	1,380.85	1,381.86	1,497.21	1,600.61	1,630.01	1,792.66	1,854.04	1,828.43	2,044.89	2,173.08	2,234.42	2,151.29	2,183.92	2,172.41	2,156.22	2,241.29	2,234.30	2,156.16	2,336.61	2,310.55	2,327.04	2,347.91	2,427.20	2,449.76	2,406.17	2,422.59	2,359.03	2,277.55	2,198.78	2,274.85	2,169.83	2,297.43	2,364.60	2,347.92	2,405.00	2,489.22	2,639.96	2,614.57	2,809.49	2,906.40	2,958.17	3,056.82	3,183.44	3,251.45	3,322.74	3,428.54	3,529.95	3,531.46
Peru	1,777.73	1,802.37	1,966.65	2,083.94	2,152.25	2,238.09	2,391.92	2,487.68	2,388.62	2,404.59	2,393.25	2,434.29	2,422.11	2,533.31	2,694.08	2,712.93	2,666.46	2,544.05	2,278.72	2,208.50	2,305.70	2,417.67	2,302.85	2,122.83	2,130.69	2,118.28	2,381.12	2,591.20	2,323.27	1,902.26	1,852.61	1,883.00	1,832.87	1,878.08	2,017.52	2,168.81	2,179.38	2,217.38	2,135.68	2,071.14	2,092.78	2,087.03	2,164.33	2,196.75	2,250.66	2,312.79	2,435.83	2,624.94	2,835.56	2,899.30	3,137.55	3,336.30	3,554.91	3,724.97	3,841.47	3,945.95	4,033.37	4,071.79	4,150.21	4,204.42
Suriname	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,965.59	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
Uruguay	3,989.75	3,825.42	3,971.92	3,752.23	3,941.58	3,599.44	3,779.85	3,653.78	3,589.46	3,857.72	4,079.75	4,058.47	4,109.78	4,149.50	4,036.71	4,143.01	3,978.13	3,924.32	4,017.69	4,185.99	4,516.05	4,609.28	4,136.39	3,600.14	3,539.03	3,603.67	3,973.95	4,573.43	4,526.90	4,531.66	4,338.79	4,525.30	5,139.14	5,397.17	5,833.62	5,578.94	5,997.36	6,304.40	6,612.06	6,552.13	6,365.95	6,096.49	5,515.58	5,298.38	5,510.41	5,833.98	6,203.71	6,631.06	7,215.83	7,360.77	8,029.80	8,579.71	8,975.91	9,442.82	9,691.51	9,611.75	9,586.53	9,993.00	10,107.30	10,118.50
Venezuela, Republica Bolivariana de	3,480.02	3,389.28	3,373.57	3,356.57	3,563.44	3,702.84	3,707.19	3,704.47	3,813.85	3,886.62	4,067.81	4,007.62	4,141.05	4,288.81	3,641.40	4,766.75	5,359.49	5,839.69	6,150.47	6,018.46	6,394.07	6,513.72	6,549.25	6,241.06	5,971.86	5,833.50	5,853.38	5,933.20	6,077.22	5,575.69	5,599.44	5,906.58	6,254.40	6,124.06	5,726.73	5,660.37	5,301.14	5,335.86	5,328.71	5,138.27	5,278.35	5,491.44	5,008.87	4,710.67	5,345.27	6,083.16	6,914.18	7,963.84	8,347.96	7,989.66	7,727.67	7,913.84	8,332.94	8,603.10	8,241.46	n/a	n/a	n/a	n/a	n/a
Middle East and North Africa
Algeria	773.13	572.76	447.03	772.15	823.47	844.98	663.16	647.59	679.15	711.34	766.50	788.72	901.40	889.87	1,082.09	1,170.72	1,229.66	1,325.12	1,287.10	1,370.09	1,467.12	1,547.84	1,529.28	1,577.06	1,608.88	1,659.30	1,596.81	1,463.24	1,298.34	1,405.20	1,321.34	1,194.23	1,222.70	1,165.62	1,135.28	1,136.91	1,090.31	1,049.69	1,055.74	1,071.62	1,082.53	1,119.03	1,150.41	1,186.36	1,245.09	1,283.04	1,304.88	1,352.79	1,421.79	1,482.53	1,537.33	1,598.75	1,646.97	1,695.03	1,733.98	1,765.13	1,786.36	1,781.70	1,795.19	1,797.78
Egypt, Arab Republic of	883.98	894.23	919.49	952.43	983.75	1,011.56	1,045.41	1,039.90	1,041.63	1,049.12	1,067.79	1,073.85	1,079.52	1,077.83	1,039.97	1,013.98	1,124.79	1,126.41	1,088.41	1,004.03	1,090.02	1,056.19	1,055.27	1,114.54	1,155.36	1,180.60	1,196.07	1,210.69	1,235.91	1,259.42	1,284.23	1,305.69	1,320.04	1,332.14	1,360.70	1,378.07	1,404.48	1,434.44	1,461.85	1,497.90	1,542.74	1,573.96	1,575.53	1,582.48	1,586.36	1,633.21	1,707.79	1,794.54	1,863.93	1,933.15	1,973.18	2,038.80	2,123.38	2,145.03	2,189.29	2,207.45	2,261.07	2,307.05	2,282.80	2,258.20
Iran, Islamic Republic of	835.51	802.10	784.51	779.66	768.66	722.28	735.69	781.99	842.01	808.05	849.85	912.89	1,019.79	1,048.13	1,154.56	1,370.18	1,747.82	1,688.32	1,750.03	1,724.31	1,717.73	1,576.33	1,558.05	1,603.76	1,761.25	1,782.50	1,742.60	1,506.91	1,364.48	1,331.09	1,298.00	1,538.62	1,645.11	1,693.15	1,721.26	1,622.54	1,503.19	1,542.18	1,649.39	1,676.37	1,656.92	1,809.79	1,896.63	2,081.03	2,087.20	2,404.29	2,557.00	2,851.53	2,719.70	2,745.37	2,832.71	2,922.61	2,824.19	2,737.29	2,757.88	2,626.42	2,689.59	2,718.75	2,610.56	2,377.04
Jordan	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,817.04	2,101.16	2,447.50	2,927.44	3,051.16	3,019.08	3,239.05	3,193.19	3,362.97	3,416.37	3,087.08	3,147.90	2,894.66	2,652.40	2,295.32	1,884.73	2,281.39	2,135.23	2,075.03	1,992.49	2,091.72	2,156.81	2,264.57	2,281.38	2,560.36	2,643.48	2,567.41	2,535.63	2,730.32	3,026.22	3,072.77	3,227.89	3,336.86	3,086.48	2,690.66	2,737.07	2,851.80	2,948.43	2,794.57	2,803.04	2,722.23	2,833.87	2,800.69	2,771.34
Lebanon	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,590.62	3,427.65	5,043.33	5,538.38	5,369.07	5,422.30	5,454.52	5,192.38	5,240.76	5,216.56	5,158.81	5,230.47	5,116.13	5,046.42	5,124.50	4,823.46	4,914.03	5,263.34	5,766.85	6,453.21	6,821.97	6,298.21	6,487.80	6,262.56	6,173.66	6,046.76	5,918.60	5,837.20	5,728.86	5,396.97
Morocco	450.51	444.72	477.54	479.14	452.47	448.82	455.01	479.55	529.98	526.68	514.09	523.25	534.64	543.40	559.71	609.41	635.88	670.11	701.30	728.50	693.10	695.31	724.82	768.32	783.43	795.32	870.57	870.61	933.72	961.45	971.48	1,090.41	1,068.14	1,034.24	1,147.43	1,085.02	1,214.42	1,147.84	1,198.45	1,203.65	1,210.90	1,210.73	1,238.25	1,297.24	1,339.20	1,367.56	1,439.40	1,487.68	1,580.88	1,624.34	1,668.72	1,736.95	1,784.02	1,814.79	1,845.52	1,862.08	1,905.16	1,952.20	1,991.08	2,031.38
Oman	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4,053.57	4,020.85	4,047.74	4,221.70	4,175.21	4,650.58	4,817.96	4,822.52	4,925.04	5,706.18	5,821.69	6,261.44	6,272.63	6,326.67	6,482.30	6,206.69	6,034.96	5,904.17	5,928.44	6,186.61	6,035.81	5,975.94
Tunisia	n/a	n/a	n/a	n/a	n/a	508.88	494.41	476.74	474.24	511.15	576.09	600.73	670.47	751.76	761.76	862.96	875.71	935.52	965.58	999.96	1,099.01	1,145.37	1,140.73	1,155.76	1,188.22	1,181.39	1,171.54	1,160.80	1,152.54	1,109.61	1,182.51	1,171.18	1,224.37	1,238.60	1,252.18	1,267.70	1,302.99	1,343.13	1,395.29	1,460.19	1,508.56	1,584.95	1,627.61	1,689.73	1,763.58	1,832.99	1,935.09	2,112.05	2,256.53	2,438.21	2,590.43	2,807.95	2,996.30	3,212.41	n/a	n/a	n/a	n/a	n/a	n/a
West Bank and Gaza	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,971.48	2,030.28	1,903.59	2,052.96	2,207.15	2,289.05	2,050.97	1,902.70	1,685.78	1,888.89	2,188.29	2,388.97	2,230.23	2,285.13	2,322.13	2,394.46	2,383.60	2,533.94	2,710.96	2,601.61	2,583.66	2,614.37	2,809.01	2,723.52	2,685.04	2,727.52
Other high Income
Antigua and Barbuda	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,854.08	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
Aruba	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14,215.30	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
Australia	10,331.80	10,352.60	10,356.30	10,713.80	11,245.30	11,578.70	11,649.70	12,092.10	12,470.20	12,862.00	13,381.50	13,438.70	13,669.80	14,091.00	14,601.40	15,126.10	15,088.30	15,714.10	15,839.80	15,902.00	15,989.90	16,247.90	16,871.00	17,062.90	17,047.70	16,965.80	17,552.70	17,637.10	17,902.00	18,417.20	18,928.40	18,869.40	19,076.90	19,244.20	19,450.70	20,067.50	20,479.80	20,853.80	21,659.00	22,640.20	23,324.40	23,743.90	24,182.40	24,848.80	25,800.10	26,619.10	27,080.80	28,376.50	29,180.90	28,748.60	29,225.70	29,971.10	30,328.00	30,337.90	30,617.60	30,888.30	31,242.40	31,416.00	31,814.90	31,887.90
Austria	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10,568.80	11,228.70	11,842.40	12,409.60	12,759.10	13,208.50	13,833.10	14,716.90	14,477.60	15,190.70	15,573.50	15,732.00	16,023.00	16,921.10	16,562.10	16,854.10	17,212.80	17,617.80	18,016.50	18,579.00	19,218.80	19,597.80	20,057.70	19,914.00	20,242.80	20,384.10	20,954.90	21,019.10	21,606.00	22,085.40	22,718.90	22,922.00	22,965.10	23,251.80	23,644.30	24,011.80	24,393.20	24,582.60	24,737.70	24,882.90	25,069.90	25,321.70	25,338.00	25,169.20	25,049.10	24,890.80	25,003.60	25,306.80	25,458.00	25,568.30
Bahamas, The	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19,037.50	18,322.00	17,207.90	16,040.10	15,693.30	15,759.60	16,649.80	17,484.90	19,489.90	19,261.30	20,564.40	20,757.50	20,596.10	20,983.20	20,435.20	19,748.00	20,949.50	21,163.60	21,016.60	19,911.20	17,633.70	17,544.60	16,963.60	17,418.70	16,898.20	17,532.00	17,365.70	17,291.00	18,469.70	18,633.70	17,792.00
Bahrain	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,131.58	8,324.37	7,953.30	7,755.00	7,382.96	7,079.18	6,645.18	6,444.45	7,497.50	7,824.53	8,534.15	8,833.49	8,783.59	9,541.80	9,327.56	9,317.51	8,945.69	8,648.48	8,077.07	7,832.04
Belgium	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10,494.30	10,990.50	11,595.50	12,501.20	12,811.40	12,883.70	13,514.60	13,853.10	14,185.60	14,900.20	14,762.80	14,824.90	15,190.50	15,168.90	15,225.10	15,632.80	16,052.10	16,316.80	16,804.70	17,297.60	17,793.50	18,263.00	18,536.10	18,381.00	18,763.30	19,019.20	19,354.20	19,603.60	20,174.90	20,555.30	21,083.30	21,208.80	21,244.40	21,307.80	21,442.10	21,632.70	21,872.30	22,166.40	22,294.90	22,244.90	22,705.70	22,606.20	22,796.10	23,067.40	23,092.10	23,322.70	23,569.30	23,921.40	24,258.50	24,489.60
Bermuda	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	48,712.40	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
